,ItemID,WordID,Word,WordDef,SentenceID,Sentence,SentenceDef,UnitID
198,1792338,7494145,引っ越す,【自动词・五段/一类】搬迁,10007621,家を田舎へ[引っ越し]ます。,搬到乡下去住。,20
199,1792339,7428070,迎える,【他动词・一段/二类】迎接,1133214,20周年を[迎え]ます。,迎来二十周年。,21
200,1792340,7494146,壊れる,【自动词・一段/二类】出故障，坏,1133215,力を入れすぎると、[壊れ]ますよ。,太用力，会坏哦。,21
201,1792341,7494147,間違える,【他动词・一段/二类】搞错,1133216,日付を[間違え]ます。,搞错日期。,21
202,1792342,7494148,出発,【名・自动词・サ变/三类】出发,1134569,そろそろ[出発]しましょうか。,马上出发吧！,21
203,1792343,7437605,転職,【名・自动词・サ变/三类】换工作,1096659,会社を辞めて、教師に[転職]しようと思っています。,想辞职，改行做老师。,21
204,1792344,7496192,パンク,【名・自动词・サ变/三类】轮胎爆裂，撑破,1134570,タイヤが[パンク]します。,爆胎。,21
205,1792345,7494150,寂しい,【形容词/イ形容词】寂寞,1133220,ひとりで[寂しい]です。,一个人很寂寞。,21
206,1792346,7494151,楽しみ,【形容动词/ナ形容词】愉快，期待,1133221,私は花が好きなので、[楽しみ]です。,因为我很喜欢花，所以很期待。,21
207,1792347,7449013,特別,【形容动词/ナ形容词】特别,1133222,彼は[特別]なゲストとしてきました。,他作为特邀嘉宾来了。,21
208,1792348,7430664,それでは,【接续词】那么,1133223,[それでは]、また明日。,那样，明天见。,21
209,1792349,7494152,ボタン,【名词】按钮；纽扣,1134571,この[ボタン]を押すと、電源が入ります。,按这个按钮，就通电了。,22
210,1792350,7430560,ブローチ,【名词】胸针,1133225,[ブローチ]を胸につけます。,把胸针别在胸前。,22
211,1792352,7447209,カーテン,【名词】窗帘，帘子,1101561,窓には[カーテン]がかけてあります。,窗户上挂着窗帘。,22
212,1792353,7494153,コンクリート,【名词】混凝土，水泥,1133227,その公園には[コンクリート]でできた卓球台があるんです。,在这个公园有用混凝土做的乒乓桌。,22
213,1792354,7494154,プラスチック,【名词】塑胶，塑料,1133228,[プラスチック]で星を作ります。,用塑料做星星。,22
214,1792355,7494155,翡翠,【名词】翡翠,10007625,この[翡翠]はきれいですね。,这块翡翠很漂亮呢！,22
215,1792356,7494156,サービスセンター,【名词】维修服务中心,1133230,[サービスセンター]に電話します。,打电话给服务中心。,22
216,1792357,7432212,会員,【名词】会员,1133231,[会員]じゃないと８時以降は利用することができないんです。,不是会员的话，晚上八点之后不能使用。,22
217,1792358,7494157,特典,【名词】优惠,1137887,会員になると、何か[特典]があるんですか。,成为会员的话，有什么优惠吗？,22
218,1792359,7456206,お手洗い,【名词】洗手间，厕所,1134572,[お手洗い]に行きたいです。,想去洗手间。,22
219,1792360,7485001,階段,【名词】楼梯，台阶,1125531,[階段]を登りました。,爬楼梯。,23
220,1792361,7437725,以降,【名词】以后,1133235,８時[以降]は利用することができません。,晚上八点之后不能使用。,23
221,1792362,7458515,そば,【名词】旁边,1133236,たまに公園の[そば]を通ることがあるんです。,偶尔从公园旁经过。,23
222,1792363,7494158,卓球台,【名词】乒乓球桌,1133237,その公園にはコンクリートでできた[卓球台]があるんです。,在这个公园有用混凝土做的乒乓桌。,23
223,1792364,7431092,サイズ,【名词】大小，尺寸,1092530,あなたの帽子の[サイズ]はどれくらいですか。,你戴多大尺码的帽子?,23
224,1792365,7494159,白鳥,【名词】天鹅,10007626,[白鳥]を見たことがありますか。,看到过天鹅吗？,23
225,1792366,7494160,電源,【名词】电源,1133239,このボタンを押すと、[電源]が入ります。,按这个按钮打开电源。,23
226,1792367,7452502,スイカ,【名词】西瓜,1133240,[スイカ]は、夏の果物です。,西瓜是夏天的水果。,23
227,1792368,7494161,押す,【他动词・五段/一类】按，推，挤,1134573,このボタンを[押し]てください。,请按这个按钮。,23
228,1792369,7494162,つく,【自动词・五段/一类】灯亮，开灯,10044663,電気が[つき]ます。,灯亮了。,23
229,1961755,7497214,生きる,【自动词・一段/二类】活，活着；生活，过日子,1135793,元気に[生き]ます。,活得很健康。,24
230,2263012,7427467,回す,【他动词・五段/一类】转动；传送；派送,895276,つまみを左に[回す]と、音が小さくなります。,把旋钮向左转，声音就会变小。,24
231,1792370,7494163,下がる,【自动词・五段/一类】下降，降低,1133243,価格は[下がり]ます。,价格下跌。,24
232,1792371,7494164,怒る,【自动词・五段/一类】生气,1133244,彼はよく[怒り]ます。,他经常发火。,24
233,1792373,7494166,動く,【自动词・五段/一类】运转，转动,10007627,故障で時計が[動かない]。,钟出了毛病，一点儿也不走了。,24
234,1792375,7494168,下りる,【自动词・一段/二类】下，下来,1133248,あの階段を[下りる]と、右にあります。,下了楼梯，右边就是。,24
235,1792376,7494169,まとめる,【他动词・一段/二类】汇集；总结，整理,1133249,今日の内容を[まとめ]ます。,整理今天的内容。,24
236,1792378,7494171,故障,【名・自动词・サ变/三类】故障,1133251,このパソコンはよく[故障]します。,这台电脑经常出故障。,24
237,1792379,7451763,美しい,【形容词/イ形容词】美丽,1133252,この模様が[美しい]です。,这个花纹很美丽。,24
238,1797911,7098345,丁寧,【形容动词/ナ形容词】精心，细心，恭敬,919481,[丁寧]に言う暇がありません。,没空恭敬地说话。,25
239,1798024,7104408,高速バス,【名词】高速公共汽车,925451,[高速バス]に乗って、郊外に行きます。,坐高速巴士去郊外。,25
240,2258581,7494180,旅行予定,【名词】旅行计划,1133261,今月中に[旅行予定]がありますか。,这个月有旅行的计划吗？,25
241,1792380,7485103,うまい,【形容词/イ形容词】（味道）好吃的；（技术、技能等）高明的，巧妙的,1125652,中華料理は[うまい]です。,中国菜好吃。,25
242,1792381,7494173,詳しい,【形容词/イ形容词】详细,1133254,[詳しい]お話を伺いたいのですが。,想询问一下详细信息。,25
243,1792382,7494174,自由,【形容动词/ナ形容词】随便，自由,1134578,誰でも[自由]に利用することができるんでしょうか。,谁都可以随便使用吗？,25
244,1792384,7494176,きちんと,【副词】好好地；正经地,1133256,朝ご飯は毎日[きちんと]食べていますか。,每天都有好好吃早饭吗？,25
245,1792385,7494177,ただし,【接续词】不过，只是,1133257,[ただし]、有料ですが。,只是，是付费的。,25
246,1792386,7494178,列車,【名词】火车,1133258,広州へは[列車]で行きますか。,是坐火车去广州吗？,25
247,1792388,7494179,出発時刻,【名词】出发时间,1133260,[出発時刻]はいつですか。,出发时间是什么时候？,25
248,1792390,7432010,天気予報,【名词】天气预报,1136335,[天気予報]を放送します。,播送天气预报。,26
249,1792391,7431189,台風,【名词】台风,1136234,日本は[台風]が多い国です。,日本是台风频发的国家。,26
250,1792392,7494181,うわさ,【名词】传说，风言风语,1133264,[うわさ]が飛んでいます。,流传着传言。,26
251,1792393,7437847,宣伝,【名・自他・サ变/三类】宣传,1134579,彼はスポーツ用品の会社で、[宣伝]を担当しているそうです。,据说他在体育用品公司里担任宣传的职务。,26
252,1792394,7437797,新型,【名词】新型,1096950,[新型]自動車を宣伝する。,宣传新款的汽车。,26
253,1792395,7437837,ボーナス,【名词】奖金,1133267,今度の[ボーナス]で車を買うつもりです。,想用这次的奖金买车。,26
254,1792396,7437809,ラーメン,【名词】拉面,1133268,[ラーメン]が好きです。,喜欢拉面。,26
255,1792397,7432443,牛乳,【名词】牛奶,1133269,[牛乳]は冷蔵庫にあります。,牛奶在冰箱里。,26
256,1792398,7494182,パーティー,【名词】派对，宴会,1133270,餃子[パーティー]を開きます。,开饺子宴会吧！,26
257,1792399,7449041,しかし,【接续词】可是，但是,1133271,[しかし]、残り時間が足りません。,但是，剩余时间不够。,26
258,2231002,7551775,提出,【名・他动词・サ变/三类】提交,1178225,願書を[提出]する。,提交申请书。,27
259,1792400,7494183,正月休み,【名词】新年假日,1133272,[正月休み]は長いですか。,新年假日长吗？,27
260,1792401,7494184,スポーツ用品,【名词】体育用品,1133273,[スポーツ用品]の会社で、宣伝を担当しているそうです。,在体育用品公司里担任宣传的职务。,27
261,1792402,7494185,インフルエンザ,【名词】【英】influenza；流感，流行性感冒,1133274,ニュースによると、今年の冬は[インフルエンザ]が流行するそうです。,新闻说，今年冬天会有流感盛行。,27
262,1792403,7494186,支店,【名词】分店，分公司,1133275,来月から東京で[支店]を作ることになります。,下个月要在东京开分店了。,27
263,1792404,7431550,小学校,【名词】小学,1125438,母は[小学校]の先生をしています。,妈妈是小学教师。,27
264,1792405,7432393,遊園地,【名词】游乐园,1133277,今度の日曜日に[遊園地]へ行くつもりです。,这周日准备去游乐园。,27
265,1792406,7428900,首相,【名词】首相,1176665,日本の[首相]になる。,当选日本首相。,27
266,1792407,7431701,歴史,【名词】历史,1136699,中国もインドも[歴史]が長い国です。,中国和印度都是历史悠久的国家。,27
267,1792408,7448627,彼女,【代词】她,1125640,[彼女]はまだ結婚していませんよ。,她还没成家呢。,27
268,1792410,7494188,上がる,【自动词・五段/一类】提高，涨,1133282,来月から給料が[上がる]ことになります。,从下个月起工资会涨。,28
269,1792411,7494189,乗り換える,【他动词・一段/二类】换乘,1097022,別の船に[乗り換える]つもりです。,我打算改坐别的船。,28
270,1792412,7494190,辞める,【他动词・一段/二类】辞去,1133283,会社を[辞める]ことにしました。,决定向公司辞职。,28
271,1792413,7432203,留学,【名・自动词・サ变/三类】留学,1133284,日本へ[留学]するために、お金を貯めています。,为了去日本留学，在存钱。,28
272,1792414,7431670,入学,【名・自动词・サ变/三类】入学,1134584,妹は今年大学に[入学]します。,妹妹今年进大学。,28
273,1792415,7437831,流行,【名・自动词・サ变/三类】流行,1134585,インフルエンザが[流行]します。,流感流行。,28
274,1792416,7494191,お邪魔,【名・他动词・サ变/三类】打扰，拜访,1133287,一緒に[お邪魔]することにしましたよ。,一起去拜访哦！,28
275,1792417,7494192,担当,【名・他动词・サ变/三类】承担,1134586,会社で、営業を[担当]しています。,在公司里担任销售职务。,28
276,1792418,7494193,強い,【形容词/イ形容词】强壮的,1134587,体が[強い]です。,身强体壮。,28
277,1792419,7437784,気さく,【形容动词/ナ形容词】爽快，坦率,1096923,[気さく]に私の頼みを聞いてくれた。,很爽快地答应了我的请求。,28
278,1792420,7430596,いろんな,【连体词】各种各样的,1133291,小野さんを北京の[いろんな]所へ案内するつもりです。,（我）打算带小野在北京到处逛逛。,29
279,1792421,7494194,ずっと,【副词】一直，始终,1133292,天気予報によると、連休中は[ずっと]晴れだそうですよ。,根据天气预报，长假一直会放晴。,29
280,1792422,7432328,スーツケース,【名词】旅行箱,10183179,ずいぶん重そうな[スーツケース]ですね。,看上去很重的旅行箱呢。,29
281,1792424,7494196,スーツ,【名词】成套的西装,10183178,[スーツ]を何着持っていますか。,你有几件西装呀？,29
282,1792425,7431558,ズボン,【名词】裤子,1125707,[ズボン]を穿きます。,穿裤子。,29
283,1792427,7432226,サンダル,【名词】凉鞋,1097095,[サンダル]を履いて面接に行くのは失礼です。,穿凉鞋去面试是很没礼貌的。,29
284,1792428,7426436,帽子,【名词】帽子,896881,[帽子]を取って挨拶する。,脱帽致敬。,29
285,1792429,7431059,腕時計,【名词】手表,1133299,おじいさんにもらった[腕時計]が壊れてしまいました。,祖父送的手表坏了。,29
286,2025688,7549829,空,【名词】空，空的,1176232,財布も[空]になった。,钱包也空了。,30
287,1792430,7437948,小物,【名词】小东西，小人物,1097159,彼は政治家仲間では[小物]だと思っています。,我认为他是政治家中的小人物。,30
288,1792431,7430628,運転手,【名词】司机,1133301,[運転手]さんに開けてもらいましょう。,请司机帮忙打开吧！,30
289,1792433,7430745,運動会,【名词】运动会,1133303,明日の[運動会]は中止です。,明天的运动会取消。,30
290,1792434,7499770,チーム,【名词】队，团体,1133304,この[チーム]は優勝しました。,这个队伍胜利了。,30
291,1792435,7494201,最後,【名词】最后,1134591,彼は[最後]まで努力しました。,他努力到了最后。,30
292,1792436,7494202,再会,【名词】重逢，再会,1133306,10年ぶりで彼女と[再会]しました。,相别十年后与她重逢。,30
293,1792437,7494203,久しぶり,【名词】好久不见,1133307,[お久しぶり]です。,好久不见了。,30
294,1792438,7066635,柿,【名词】柿子,1134592,[柿]が木から落ちました。,柿子从树上掉下来了。,30
295,1792439,7494204,清涼飲料水,【名词】清凉饮料,1133309,昨年発売された[清涼飲料水]は５種類あります。,去年发售的清凉饮料有五种。,30
296,2258549,8594995,割る,【他动词・五段/一类】（四则运算）除,1138644,2で2を[割る]と１になる。,2除2等于1。,31
297,2263013,7456171,止む,【自动词・五段/一类】停止,1102078,雨が[止む]まで待つ。,等到雨停。,31
298,1792440,7494205,閉まる,【自动词・五段/一类】关闭，关,1133310,ドアは自動的に[閉まり]ます。,门会自动关起来。,31
299,1792441,7494206,壊す,【他动词・五段/一类】弄坏,1133311,自然を[壊し]ます。,破坏自然。,31
300,1792443,8513907,掛かる,【自动词・五段/一类】挂，悬挂,1134845,ドアに[掛かり]ます。,挂在门上。,31
301,1792444,7431091,汚す,【他动词・五段/一类】弄脏,1133315,泥で洋服を[汚し]ます。,泥巴把衣服弄脏了。,31
302,1792446,7494211,建つ,【自动词・五段/一类】盖，建,1133317,駅前に新しいビルが[建ち]ます。,站前要盖起新楼。,31
303,1792447,7494212,並ぶ,【自动词・五段/一类】排队，排，列队,1133318,人々が駅前に[並び]ます。,人们在车站前排队。,31
304,1792448,7432341,着く,【自动词・五段/一类】到，到达,1133319,３時に[着き]ます。,三点到。,31
305,1792449,7494309,鳴る,【自动词・五段/一类】发出声响,1133447,チャイムが[鳴り]ます。,门铃响。,31
306,2025689,7455016,汚れる,【自动词・一段/二类】脏，肮脏,1137435,[汚れた]川の水,被污染的河水,32
307,2034180,10064234,被る,【他动词・五段/一类】戴，蒙，盖,10044659,帽子を[被り]ます。,戴帽子。,32
308,1792451,7494214,履く,【他动词・五段/一类】穿（鞋，裤子）,1128527,靴を[履き]ます。,穿鞋子。,32
309,1792452,7431795,飼う,【他动词・五段/一类】饲养,1133321,ペットを[飼い]ます。,养宠物。,32
310,1792453,7494215,消える,【自动词・一段/二类】（光、火等）消失，消逝，熄灭,1133322,火が[消え]ます 。,火熄灭。,32
311,1792454,10183175,掛ける,【他动词・一段/二类】挂上，悬挂；拉；蒙上；戴上；搭上；系上；捆上,10131207,看板を[掛ける]。,把牌子挂上。,32
312,1792455,7071323,落ちる,"【自动词・一段/二类】落下,降落,掉下来,坠落",893661,柿が木から[落ちた]。,柿子从树上掉下来。,32
313,1792456,7456895,割れる,【自动词・一段/二类】破裂，破碎,925781,地震のために、地が[割れた]。,由于地震，地裂开了。,32
314,1792457,7494219,建てる,【他动词・一段/二类】盖，建造,1133326,アパートを[建て]ます。,盖公寓。,32
315,1792458,7494220,負ける,【自动词・一段/二类】输，负，败,1133327,戦争に[負け]ます。,战败。,32
316,2226378,7498014,残念,【名・形容动词/ナ形容词】遗憾，可惜,1136725,会いたい人に会えなくて[残念]でした。,没有见到想见的人，真遗憾。,33
317,1792460,7494222,偉い,【形容词/イ形容词】了不起，伟大,1133329,彼は[偉い]人物です。,他是很伟大的人物。,33
318,1792461,7494223,楽,【形容动词/ナ形容词】容易，简易；快乐，轻松,1133330,電卓があれば、計算が[楽]です。,有了计算器，计算很轻松。,33
319,1792463,7494225,急に,【副词】突然,1133332,電車が[急に]止まりました。,电车突然停止了。,33
320,1792464,7494226,全部,【副词】全部,1134600,森さんはボーナスを[全部]使ってしまいました。,小森把奖金用光了。,33
321,1792465,7494227,相変わらず,【副词】照旧，依然,1133334,[相変わらず]ですね、森さん。,一点都没变呢，小森。,33
322,1792466,7494228,うっかり,【副词】不留神，不注意,1133335,[うっかり]して、約束の時間を忘れました。,一不留神，忘了约定的时间。,33
323,1792467,7494229,それにしても,【接续词】即便那样，话虽如此,1133336,[それにしても]、どこかで見たことがありそうですね。,话虽如此，好像还是在哪儿见过。,33
324,1792468,7494230,カレンダー,【名词】挂历，日历,1133337,壁に[カレンダー]が掛けてあります。,墙上挂了日历。,33
325,1792469,7430679,ポスター,【名词】宣传画，海报,1134601,イベントの[ポスター]を貼ります。,张贴活动的宣传海报。,33
326,1792470,7430994,ハードスケジュール,【名词】紧张的日程,1133339,明日からは、[ハードスケジュール]です。,明天起日程很紧张。,34
327,1792471,7448458,カレーライス,【名词】咖喱饭,1134602,[カレーライス]を作ってみました。,试着做了咖喱饭。,34
328,1792473,7430556,本場,【名词】原产地，发源地,1134603,[本場]の料理は最高でしょう。,原产地的料理最好吃吧。,34
329,1792474,7432113,玄関,【名词】门口，玄关,1133343,[玄関]のところに誰かいるようです。,玄关那里好像有人。,34
330,1792475,7494232,ロッカー,【名词】橱柜，文件柜,1096599,大切なファイルですから、[ロッカー]にしまうのを忘れないでください。,因为是很重要的文件，别忘了放回文件柜里去。,34
331,1792476,7494233,バッグ,【名词】包，手提包,1133344,これは私のハンド[バッグ]です。,这是我的手提包。,34
332,1792477,7431008,旅行社,【名词】旅行社,1096555,王さんは北京[旅行社]でガイドをしています。,小王在北京旅行社做导游。,34
333,1792478,7431041,視察団,【名词】视察团,1096549,日本からの[視察団]を迎えるために、空港へ行きます。,为了迎接从日本来的考察团而去机场。,34
334,1792480,8851925,帰り,【名词】回来。回去。归途。,1965671,きょうは[帰り]が遅いかも知れない。,今天可能回来晚。,35
335,1792481,7494236,持ち帰り,【名词】打包，带回,1133347,じゃあ、[持ち帰り]にしましょう。,那么，打包带回去吧！,35
336,1792482,7099346,事故,【名词】事故,1133348,[事故]があったために、電車が遅れたんです。,因为发生了事故，所以电车晚点了。,35
337,1792483,7494237,花束,【名词】花束,1133350,歓迎会のために、[花束]をたくさん用意しておきます。,为了欢迎会，事先准备了很多花束。,35
338,1792484,7494238,発表会,【名词】发布会,1133351,明日は[発表会]ですね。,明天就是发表会了呢！,35
339,1792485,7099513,論文,【名词】论文,1133352,教授に[論文]を見ていただきました。,请教授看了论文。,35
340,1792486,7494239,ダイエット,【名・自动词・サ变/三类】减肥,1134604,今、[ダイエット]中なんです。,现在正在减肥。,35
341,1792487,7494240,オリンピック,【名词】奥运会，奥林匹克,1133354,優秀であれば、[オリンピック]に出場することができます。,如果够优秀的话，可以参加奥运会。,35
342,1792488,7437993,あちこち,【代词】到处，处处,1133355,明日からハードスケジュールで、[あちこち]行きます。,明天起日程很紧张，这里那里要去很多地方。,35
343,1792489,7494241,焼く,【他动词・五段/一类】烤，烧，烧毁,1133356,魚を[焼き]ます。,烤鱼。,35
344,2226381,10238718,仕舞う,【他动词・五段/一类】收拾整理,10180501,おもちゃを箱の中に[仕舞い]なさい。,把玩具收进箱子里。,36
345,1792490,7494242,稼ぐ,【他动词・五段/一类】挣钱，赚钱,1133357,お金を[稼ぎ]ます。,赚钱。,36
346,1792491,7431334,合う,【自动词・五段/一类】合适,1539446,サイズが[合い]ます。,大小合适。,36
347,1792492,7497739,残る,【自动词・五段/一类】（其中的一部分）留下，剩下，剩余,1136403,お金がまだ少し[残って]います。,钱还有一点没用完。,36
348,1792493,7494244,包む,【他动词・五段/一类】卷，包裹,1133359,新聞紙で本を[包み]ます。,用报纸把书包上。,36
349,1792494,7494245,頼む,【他动词・五段/一类】点（菜）；请求；托付,1133360,彼に[頼み]ます。,求他办事。,36
350,1792495,7494246,貼る,【他动词・五段/一类】粘，贴,1134606,切手を[貼り]ます。,贴邮票。,36
351,1792496,7449015,飾る,【他动词・五段/一类】装饰,1133362,パーティーの会場を[飾り]ます。,装饰派对的会场。,36
352,1792498,7494249,戻す,【他动词・五段/一类】放回，返还，返回,1133365,借りた椅子を[戻し]ます。,把借来的椅子还回去。,36
353,1792499,7494250,貯める,【他动词・一段/二类】积攒，储存,1133366,お金を[貯め]ます。,存钱。,36
354,1792500,7437652,並べる,【他动词・一段/二类】排列,1133367,机を2列に[並べ]ます。,把桌子排成两行。,37
355,1792501,7099325,預ける,"【他动词・一段/二类】寄存,托付",1134609,鞄を[預け]ます。,存包。,37
356,1792502,7494251,続ける,【他动词・一段/二类】继续，持续,1133369,授業を[続け]ます。,继续上课。,37
357,1792504,7494252,訪問,【名・他动词・サ变/三类】拜访，访问,1133370,地元の家庭を[訪問]します。,访问当地的家庭。,37
358,1792505,7494253,貯金,【名・自动词・サ变/三类】存钱，储蓄,1133371,[貯金]が増えます。,存款越来越多。,37
359,1792506,7432291,歓迎,【名・他动词・サ变/三类】欢迎,1133372,小野さんを[歓迎]します。,欢迎小野先生。,37
360,1792507,7494254,用意,【名・他动词・サ变/三类】准备,1133373,[用意]をしておきます。,作好准备。,37
361,1792508,7494255,おかしい,【形容词/イ形容词】奇怪，可笑，不正常,1134611,[おかしい]ですね。,好奇怪！,37
362,1792509,7494256,ひどい,【形容词/イ形容词】严重，厉害,1133375,あの男は[ひどい]です。,那个男人太过分了。,37
363,1792510,7494257,もったいない,【形容词/イ形容词】可惜，浪费，过分,1133376,[もったいない]ですね。,太可惜了。,38
364,1792511,7455196,優秀,【名・形容动词/ナ形容词】优秀,1133377,彼は[優秀]です。,他很优秀。,38
365,1792512,7437611,最高,【名・形容动词/ナ形容词】最高，最好,1096672,やっぱり本場の料理は[最高]ですね。,果然当地正宗的菜是最好吃的。,38
366,1792513,7452473,しっかり,【副词】充分，充足,1133379,今日は[しっかり]食べておいてください。,今天请多吃一点。,38
367,1792514,7494259,非常に,【副词】非常,1996252,昨日のパーティーは[非常に]楽しかったです。, 昨天的聚会很快乐。,38
368,1792515,7494260,こんなに,【副词】这么，这样地,1134612,[こんなに]立派にできるとは思わなかったんです。,没想到做得这么漂亮。,38
369,1792516,7437551,一生懸命,【副词】拼命地，努力地,1133382,[一生懸命]頑張ります。,拼命努力。,38
370,1792517,7431343,マラソン,【名词】马拉松,1133383,明日雨が降ったら、[マラソン]大会は中止です。,明天如果下雨，马拉松大会就会取消。,38
371,1792518,7494262,ホームパーティー,【名词】家庭聚会,1133384,今月友達夫婦が[ホームパーティー]を主催します。,这个月朋友夫妇举办家庭聚会。,38
372,1792519,7437692,ゴーカート,【名词】游戏汽车，玩具汽车,1133385,この[ゴーカート]は大人でも乗ることができますか。,这辆玩具汽车成人也可以坐吗？,38
373,2231006,7430857,小学生,【名词】小学生,1156559,ピアノは[小学生]の時から好きです。,钢琴从小学生开始就喜欢。,39
374,1792520,7494263,テレビゲーム,【名词】电子游戏,1133386,今の小学生は[テレビゲーム]が大好きです。,现在的小学生很喜欢电子游戏。,39
375,1792521,7494264,中止,【名・他动词・サ变/三类】中止，中顿,1133387,明日の運動会は[中止]になるかもしれません。,明天的运动会可能会取消。,39
376,1792522,7494265,表現,【名・他动词・サ变/三类】表达，表现,1133388,彼の[表現]がうまいです。,他的表达很地道。,39
377,1792523,7494266,反対,【名・自动词・サ变/三类】反对,1134613,彼に[反対]する勇気がありません。,没有反对他的勇气。,39
378,1792524,7458680,営業,【名・自动词・サ变/三类】营业,1133390,[営業]課の田中ですが、どうぞよろしくお願いします。,我是营业课的田中，请多多关照。,39
379,1792525,7431127,在庫,【名・自动词・サ变/三类】库存，存货,1134614,この品物の[在庫]はあとどのくらいありますか。,这批货物的库存还有多少？,39
380,1792526,7456359,大人,【名词】大人，成人,1133392,[大人]でも乗ることができますか。,成人也可以坐吗？,39
381,1792527,7494267,おじ,【名词】叔叔，伯伯，舅舅,1133393,[おじ]にもらった腕時計が壊れてしまいました。,叔叔送的手表坏了。,39
382,1792529,7494268,宇宙飛行士,【名词】宇航员,1134616,将来[宇宙飛行士]になりたいです。,将来想成为宇航员。,39
383,2258580,7449492,計算,【名・他动词・サ变/三类】计算；估计；考虑,1108549,費用はどれだけかかるか[計算]してくれる？,能帮我计算一下会花费多少费用吗？,40
384,1792530,7494269,カタログ,【名词】商品目录,1134617,当店の[カタログ]を2部送ります。,寄给您两部本店的商品目录。,40
385,1792531,7430865,宝くじ,【名词】彩票,1134618,五百万円の[宝くじ]にあたりました。,中了五百万日元的彩票。,40
386,1792532,7457272,成績,【名词】成绩,1133398,選手たちは試合でいい[成績]を取りました。,选手们在比赛中取得了好成绩。,40
387,1792534,7448681,消しゴム,【名词】橡皮,1096836,鉛筆だったら、[消しゴム]で消すことができます。,用铅笔写的话，可以用橡皮擦掉。,40
388,1792535,7431336,葉,【名词】叶子,1133400,たくさんの[葉]が落ちています。,许多叶子落下了。,40
389,1792536,7494271,ビタミン剤,【名词】维生素片剂,1133401,[ビタミン剤]のカタログをご覧ください。,请看维生素片的商品目录。,40
390,1792537,7494272,中古,【名词】二手货，旧货,1095582,[中古]車を買っても大丈夫ですか。,买二手车也没关系吗？,40
